tweet,class
في يوم الارض المجد كل المجد لمن يقاوم بامعائهه الخاوية #سامر_العيساوي #,pos
من الطبيعي أن تتناثر الإتهامات والتشنيعات والشتائم والرصاصات في كل إتجاه إذا كان رأس الدولة عاجزا عن إتخاذ القرار,neg
' @saso0oooo حاجة تزعل بجد ',neg
رحم الله الأستاذ سلامة أحمد سلامة، قلم الضمير والإنسانية والتسامح وحب المساواة تعلمت من كتاباته ومنه الكثير ستفتقده مصر في لحظة صعبة,pos
#موت_بغيظك_السيسي_رئيسك يعني هل يعقل ان ينتخب الشعب المصري رئيس يقول عن جيشه العظيم و شهدائه #عسكر !!,neu
' @al_arsenal ميلانو وليس ميلان ^^ ',neu
' فيلم اخرجته انجولينا جولي يتصدر  شباك التذاكر  #amman #معاذ_الكساسبة http://t.co/fqCikHIiRZ ',neu
' دقن الولد فتنة♡ ',pos
هاهاها لما انتقد سياسة أوباما فيه أمريكان محترمين بيردوا وبيعبروا أنهم مش معاه أما الإخوان ومن يدعمهم فهم اللي بيهاجموا كلامي مش مصدق,neu
"' """"""لا شي جديد، سوى أن : أعمارنا تزيد .. ولازلنا في حق ربنا مُقصِرين .."""""""" '",neg
اسماء شهداء الثورة #المجد_للشهداء #ريتويت كتير جدا بقى,pos
"' """"""انا شئ مزعج فى الحياة،،، فلا تقتربوا يا ملائيكه."""""""" '",neg
' @meeemeeeee3 تجننى قوى يا فرسه يلا تعالى خاص ',pos
#وزير_التموين: #الدعم لا يصل لمستحقيه وعودة #المجمعات_الاستهلاكية قبل رمضان || لمزيد من التفاصيل على الرابط,pos
أعظم شباب هما اللي بيحرسوا الداخلية دلوقتي، ضد الداخلية و قراراتها و لسة بيحرسوها برضه، عاش # #,pos
قصة كفاح حقيقية لشاب مصري من محافظة الفيوم، رغم إعاقته تحدي كل الظروف محمد الكيلاني محمود حميدة، أثناء طفولته,pos
' @BenT_Abo_EzZ و انا وعهد الله حبيكي wtever happens.... ',pos
مش ممكن تكون صدفة اول مرة نسرق اشارة بث اول مرة نخسر 6 فى افريقيا اول مرة ناس تفرح لخسارة فريقها,neu
هل ألمانيا اشترطت على مرسي مايقعدش عندها أكتر من يوم عشان طاقة شبكة مقاومة الكوارث ماتستحملش أكتر من كده؟,neg
عماد متعب || الضابط وجه لي شتائم وتهزئ آخر قلة أدب وأنا معروف، لو واحد غلبان إيه اللي هيحصل معاه يعني,neg
#لساها_ثورة_يناير لسه الشعب المصرى ثائر,neu
عزيزي #ابراهيم_محلب تغطية عجز الموازنه بزيادة الاسعار سياسة المسئول الفاشل قليل الحيله,neg
اليوم السابع | #الببلاوى ووزير الأوقاف ومستشار المشيخة يصلون #الكاتدرائية للتهنئة #أخبار #مصر #اليوم_السابع #,pos
إلا أولادي وأمهم وإلا شرفي الشخصي والمهني أنا مقتنع بالقانون الذي أصدره مجلس الشعب ولن ترهبني مثل هذه الحملات,neu
شموسه شنو احلى اغنية عجبتج من البوم #شيرين,neg
"' ""الصدقة تمحو خطاياك  قال صلى الله عليه وسلم \""""الصدقة تطفئ الخطيئة كما يطفئ الماء النار\"""" http://t.co/qExABt5xsj '",neu
مشاهد مؤلمة لاستمرار الجيش المصري في تفجير منازل اهالي رفح شمال #سيناء #حسبنا الله ونعم الوكيل,neg
تشيلسي هو الزعيم …,pos
تخيل انك تتشاجر في الشارع انت تضرب خصمك وهو يضربك ثم يظهر شخص لكى يفرق بينكما لكنك تكتشف انه يمسكك ليمكن خصمك منك هذا ما يحدث في مصر الان,neg
صباح الخير عليكي يا مصر يا حلوة و لابسة جديد إن شاء الله هيكون أحسن يوم في اللي فات و كل اللي جاي أحلى,pos
' @godymohmed نفسى مره واحده اشوف الريتويت قد الفيفوريت نفسى يااارب يسمعوا الكلام  شيرين يحيى  #ShereenYehia ',neu
الحمدلله علي التأهل لدور المجموعات بالكونفدراليه و من فوز لفوز ان شاء الله يا #أهلي #عمرو_جمال - يشعر بـ حالة ممتازة,pos
هل ده يرضي ربنا؟ مقال اليوم إذا آلمك ما فيه بادر إلى رد فعل للإنصاف ورفع الظلم ولو حتى بكلمة لكي لا ينالك وزر الصمت,neu
' انا هسمى ابنى نايف عشان اصحابه يحطوا عليه و يكرهوه ',neg
من تدليس الاخوان قولهم ان مرسي المعزول ليس مسئولا عن جرائم الشرطة التى تتبعه بنفس المنطق فان مبارك ليس مسئولا عن جرائم العادلي الا تخجلون,neg
' لا شي يعود كالسابق احفظ هذه العباره جيداً قبل ان تكسر شيئاً جميلاً ',neu
' بسرعه الي من تبوك تجي ',neu
#ماهر زين ناااس تشبهلنا : ^_^,pos
' http://t.co/sjxhpa1o3Kالرقابه الصحيه توفر نفقات الدواء والعلاج التى تعجز الحكومه عن تدبيرها لكل المصريين / مقالى بالجمهوريه السبت٢٧=١٢ ',neu
كونوا على يقين أن هناك شيء ينتظركم بعد الصبر ليبهركم فينسيكم مرارة الألم و الحزن و التضحيات,neu
إهداء إلى أمى الغاليه,pos
"""_4: #هلا_فبراير #اليسا على روتانا مصريه :) الواحد كان مخنوق و فرفش"" :-* ;-)",pos
#بلال_فضل مفتقد مقالاتك جدا,pos
عمرو عبد الهادى : المواطنين الشرفاء بتوع #الداخليه زي المحامين الشرفاء بتوع #سامح_عاشور و زي اﻻعلاميين الشرفاء بتوع #نجيب_ساويرس,neu
الانقلاب اعادنا الى عام 1955 بعيدا عن الحريات الضائعة التخلف يزحف على كل القطاعات وبكره تشوفوا مصر,neg
' @mennty_ الحقيقة مبتزعلش :D ',pos
"""_: #معرض_الكتاب كتاب : المشوق إلى القراءة وطلب العلم لـ الشيخ _ """,pos
كل ما كان يرفضه الاخوان من خطايا الحزب الوطني البرلمانية و إجرامه التشريعي أصبحوا يتبنونه الانمسخرة,neg
' @_mexicii الله يوفقهم يا رب كلهم ',pos
مصر تستجدى روسيا لاعادة السياح بكره تشوفو مصر,neg
استمعت للعمال: لا حق في انشاء نقابات مستقلة، 8 مليون بعقود مؤقتة، استبعاد 30 ألف مرشح من الاتخابات النقابية، عدم وجود حد إنساني لللأجور,neg
#الأقصر مدينة خضراء,pos
السيرة الذاتية للرئيس #محمد_مرسي في موقع ويكيبديا #مصر # #انتخبوا_العرص,neu
' غم  وهم  يتجدد  وعصابات  سامة  تنخر  غى  عظام  مجتمع  عتيق ما ااسواما  يحدث  من  نزيف  الفتل  اليومى  قى  شوارع  القاهرةمن  فنل  جنود  ا ',neg
' @Azkrona @mero74092116 @hhe600 @nourtoumi9944 @7moodyx3 انتى يابت حافظة مش فاهمة معندكيش غير الجرجير يابت خافى على نفسك احنا المصرييين بردوا ',neg
جامعة هلسنكي(فينلندا)تختار #السادة_المحترمون (بفريق عمله كاملا)البرنامج الأكثرمصداقية وحرفية في #مصر وتم إدراج بحث عنه في دوريتها #فلسطين,pos
#خلق_جميل تحترم اي امراءة وماتجرحها لابقول ولابعمل,pos
1 مصر تتجدد بها دماء الاستبداد، بتشريعات مشبوهة وانتهاكات لحقوق الإنسان وقمع للمعارضين وتجريم للتظاهر السلمي وهو ليس بجريمة في المجتمع الحر,neu
تم تقسيم شعب مصر أخلاقيا احرار وشرفاء ومتسامحون ومؤمنون مع الشرعية والعكس بالاضافة لجهلاء واغبياء مع الانقلاب,neu
صباحي بنظرة عيونك غير ، قوم و غير لي #صباحي,neu
' الجو تلج ف الدور ٨ ',neu
#طيب_نفسي أعيش صح واشتغل صح واكافح صح وانجح صح و #افرح صح بقاااا #بلد_أصعب_مافيها_الطموح,neu
_ أنا مش حارق دمى غير إن المدعو #عدلى_منصور مصدق نفسه إنه رئيس,neg
لاشهاده لفاسق,neg
عقبالنا :))),pos
اشتموا و قلوا أدبكم كمان وكمان خلينا نتعرف على اخلاق الاخوان #الاخوان_جماعة_ارهابية #الاخوان_قتلوا_مارى_ومياده #الاخوان,neg
' لقد هرمنا من اجل هذه اللحظه .. هنسقط يا موزه :D :D @MazinSharkawi ',neg
' @magnonabek1 هو إنتي أسمك إيه ؟ :D ',neu
هل السرب الذي تطيرخارجه #قطر هوسرب صلاح الدين وابن الخطاب وعلي؟وهل ل #دحلان و #خلفان والأم المثالية-أجنحة؟هل ينبت للزواحف ريش ياقوم؟#احسان,neu
' و اذا كنت راجل ما تزعل الا من راجل ',neu
عصام سلطان يكتب | فاجعتــان,neu
' @AhmedTarekabofa يا مسهل يارب ',neu
لا اعترف بسفير يدين مواطنه قبل ان يجرى تحقيق محايد وعادل لا تعرفه السعودية هذا سفير مبارك وليس سفير مصر أبدا,neg
#محمود_سعد اعلامي قذر بعد اذاعة فيديو خيانة #حمدين قال لم اسمعه جيدا ولم يعلق عليه لانه ليس اعلامي بل افاق ومنافق حقير 4,neg
