tweet,class
محمود سعد إعلامي قذر بعد إذاعة فيديو خيانة حمدين قال لم أسمعه جيدا ولم يعلق عليه لأنه ليس إعلامي بل آفاق ومنافق حقير,neg
ألف مبروك,pos
مستقبلنا مرهون بأن نخرج أنفسنا من الظلمات إلى النور حزب الدستور قيم إنسانية عدالة اجتماعية عقل علم معا سنغير,neu
ماذا فعلت مؤسسات الدولة لشرح مسودة الدستور للأمين لمن يذهب الأمي الذي سيصوت على الدستور ليفهم محتواه كيف نقبل هذه المسرحية الرديئة,neg
أنا الأسد أنا شجرة كبير مادة جذورها ف الأرض شايلة ناس كثير جدا فقط أنا التي هشيل نفسي أنا هوصل للي ف دماغي,neu
تشكيلة الليث بالدور الثاني وليد أسطا مرشدي خطاب معاذ عطيف خيبري رافينا بارك هزازي أجنبي هل ستنجح,neu
سعيد جدا بزيارة الجزائر بلد جميلة فعلا,pos
يارب أنا امنيةي حياتي أبقى مشهور والناس تتصور معي يارب فرحة من عندك,pos
على ال الآن محمد سامي يقول الحكم على إنسان بالإعدام أمر مبهج أين وصلت الإنسانية مصر القاهرة الإخوان الفلول,neu
لا شك أن فهمي هويدي أخطأ ومن الأخطاء ما يصل إلى مرتبة الكوارث لكنه يمتلك إرثا طيبا يسمح لنا بعتابه دون عقابه,neg
مرفق بالمحتوى لينك للفيديو,pos
قصدك من بيتجاهل شيرو,neu
أمام بيتي الربيع الجمال نيويورك بيتي مبعث,pos
جمهورية مصر الطبيعية جمهورية ديمقراطية حقيقية جمهورية مدنية تحمي حقوق المواطنة والمساواة والعدل,pos
فوز الأهلي مرتين متتاليتين بكأس أفريقيا من غير دوري يؤكد أن نقص الإمكانات لا يمنع الإنجازات بشرط توافر النوايا الطيبة ربنا يحفظ تريكة,pos
الدكتور عنده ندوة في الإسكندرية الأسبوع القادم وكان لديه جولة ميدانية في الجيزة الأسبوع السابق,neg
وجاء مرسي وخطب في الناس بدون حماية منظر رائع شيء يدعو للفخرثم ظهر صفوت حجازي اللعنة,neu
التي رافضين السيسي رئيس بيعملوا فولوا لبعض مرسي رئيسي انتخبوا العرص سيناء خارج التغطية سأنتخب السيسي,neu
والله يا نجم أنت الوحيد التي لما بيغني لمصر بصدقه ربنا يحميك ومبروك عيد تحرير سي,pos
هيأها ليا أحالها عاملة حفلة وغمزها كأهم ولاد صغار وما احتفلت ولا أد من طلاب ستار اكادمي,neu
نحن بئى سنساعد بعض والذي يعرف يقول الباقي أوك,pos
يا ريت كل الناس مثلك لم يكن حد اتجرح جدا ولا حد تعب جدا فعلا كلامك صحيح فقط أين الذي يسمع ويشوف ويحس مثلك,pos
الحمد لله أن حقن دماء المصريين وأصلح بينهم وعقبال القوى السياسية,pos
واضح أن أمي دعت عليا وأنا صغير وقالتلي روح ربنا يفرج عليك خلقوا قام ربنا طلعني مذيع,pos
الصبح لما بيجي عليا ببقى حاسس بانتصار الليل يعدي عليا وأنا واقف ف انكسار وما بينهم عزيمة وقرارات بتضيع على آخر النهار وسط البلد كراروب,neu
ﻻ تدري لعل الله يحدث بعد ذلك أمرا,pos
يا سامحك الله من علمك أن تكون خيبة,neg
مرسي رئيسي مرسي رئيسي انتخبوا البرص انتخبوا العرص آمال,neu
شهادة حق بداية هي كل بداية لطريق الحق والنور تميز نجاح عطاء نسأل الله أن يحرم وجيهكم عن النار كماعهدناكم كنتم وما زلتم,pos
في مذيعة بتزغرت على الهوا الأم المثالية,neg
موعد قفز سيسي على الرئاسة يقترب الحق أحجز ديل من أجل تحضر حفل التنصيب لكنه لن ينال غرضه لأن الشعب سيحرمه ويحاكمه,neg
مفهوم الرجولة خاليك جرئ وأتكلم ف الوش لكن الكلام ف الظهر ملك الجبان,neu
يارب الكلية تولع الصبح قبل الامتحان,neg
لجنة فاروق أبو زيد مثال صارخ لنظام يقوم على وأد الحريات سنكسر حاجز الخوف,neg
دولة المشروع الحضاري الفساد فاق حد التصور والآن ال,neg
حمدين قدوته عبد الناصر مصطفى محمود من أجل هذا حبيبك وخد لي بالك أنت لا داعي كل مثقفي عصر ناصر لا داعي كل أحرار انقلاب,neu
إمبارح كنت بقول لو افترقنا طول حياتي هذه نهايتها وآنهارده بقيت بقول موش أريد حد قدامى يجيب سيرتها,neg
عن عمره فيما أفناه,neu
أون تي في تجبر ضيوفها على قول ما تريد والمذيعة ترفع ورقة أمام الضيف ليقرأ منها إعلام العار,neg
من اليوم هتبتدي كل الوساخات الذي كان نظام مبارك بيرددها عن هيكل تتردد على السنة الإخوان وأنصارهم للانتقام من كلامه عن فشل مرسي وجماعته,neg
كلمة حلوة أصرف ما في الجيب يأتيك ما في الغيب أن للحسنة نورا في الوجه وضياء في القلب وأثرا في الخلق مما راق لي,pos
اليوم العالمي للغة العربية يفترض لها كل يوم وكل ساعة لغة القرآن الذي نتلوه يوميا لغة التعليم المدرسي لغة العبادات لغة أمة الخير,pos
يا أبنى أنت وهوة خدوا بالكم هناك فرق بين الاقتصاد القبلي أو العائلي والاقتصاد القومي القومىبناع الدول هذا علم كبير ومستوى تاني خالص,neu
قائمة الشخصيات الأكثر تأثيرا في وسائل التواصل الاجتماعي الثامن في الأردن,neu
أعطى رسول الله المرأة مكانة عالية وجعل لها دور كبير في المجتمع شاهد لتعرف يوم المرأة العا,pos
ياخي الفجيكات دول يتحدوا من غير مقدمات هكذا نوبة,pos
بيوحشنى صوتك الهامس بسرح لما نتهامس في صوتنا لما يتلامس,pos
دعم المعتصمين والثوار واجب وطني,pos
لو أريد تعمل فرق في مواجهة حوادث التحرش والانتهاكات الجسدية في التحرير ساعد الناس المحترمة هذه ولا تسمح للضباط بالمزايدات,neu
جبنا جلاب للمخيم ويوم درأ أبوه زفنا وجان أحطها برأس هذا وانخش بالحمام والمسكين أنطق طق اعترافات الطفولة,neu
أخطر أنواع النساء الخارجيات الضروريات اللاتي تجردن من الخلق والإنسانية والأنوثة,neg
المحفوظة في خزائن في الخارج من جانب قيادة النظام البائد وسندان الملفات المحفوظة في واشنطن طيب واضح الثورة لم تكن ضد,neu
ومين فينا وليس عجوز,neg
سليمان خاطر بطل,pos
ربنا يبارك فيكم,pos
عميتشين أهلك ياشيخهه,neg
بقالي كثير ماكتبتهاش السيسي رئيسي سأنتخب السيسي باسم طلع حرامي هشام الجخ طلع نكسجى حرامي,neu
ليس هناك رجل يستحق أن تبكي من أجله ولا تصدقي أنه حزين لفراقك ف دائما عند كل شرقي بديل نزار قباني,neg
إيلي قالي ساعة ويوصلوا هما حتى الآن راكبين الطيارة من حوالي ربع ساعة,pos
يا ناطرين التلج ما عاد بدكن ترجعوا,neu
الاستبداد لن يدوم وعلى الجميع أن يتعظ سوريا ستبقى ودولة الظلم ستزولعلينا دعم الشعب السوري وحقه في الحرية والديمقراطية بكامل طاقتنا,neu
